sourcedId,status,dateLastModified,classSourcedId,schoolSourcedId,userSourcedId,role,primary,beginDate,endDate
35925239961304013,,,101130401,024901101,3592523996,teacher,TRUE,2023-07-24,2024-05-30
35925239961303013,,,101130301,024901101,3592523996,teacher,TRUE,2023-07-24,2024-05-30
35925239961301023,,,101130102,024901101,3592523996,teacher,TRUE,2023-07-24,2024-05-30
35925239961301013,,,101130101,024901101,3592523996,teacher,TRUE,2023-07-24,2024-05-30
54664947395934053,,,001593405,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395934033,,,001593403,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395918053,,,001591805,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395918013,,,001591801,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395917053,,,001591705,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395917013,,,001591701,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395916053,,,001591605,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395916013,,,001591601,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395913073,,,001591307,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395912073,,,001591207,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395911073,,,001591107,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395910083,,,001591008,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395908083,,,001590808,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395906033,,,001590603,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395905033,,,001590503,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395903043,,,001590304,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395902043,,,001590204,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395901043,,,001590104,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
54664947395900083,,,001590008,024901001,5466494739,teacher,TRUE,2023-07-24,2024-05-30
64819425861504043,,,101150404,024901101,6481942586,teacher,TRUE,2023-07-24,2024-05-30
64819425861502073,,,101150207,024901101,6481942586,teacher,TRUE,2023-07-24,2024-05-30
64819425861502043,,,101150204,024901101,6481942586,teacher,TRUE,2023-07-24,2024-05-30
52565688685613083,,,001561308,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
52565688685612083,,,001561208,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
52565688685611083,,,001561108,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
52565688685610083,,,001561008,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
52565688685602073,,,001560207,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
52565688685602063,,,001560206,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
52565688685600063,,,001560006,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
52565688685131053,,,001513105,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
52565688685131043,,,001513104,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
52565688685131033,,,001513103,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
52565688685131013,,,001513101,024901001,5256568868,teacher,TRUE,2023-07-24,2024-05-30
86554321564723033,,,041472303,024901041,8655432156,teacher,TRUE,2023-07-24,2024-05-30
86554321564723023,,,041472302,024901041,8655432156,teacher,TRUE,2023-07-24,2024-05-30
86554321564722053,,,041472205,024901041,8655432156,teacher,TRUE,2023-07-24,2024-05-30
86554321564720013,,,041472001,024901041,8655432156,teacher,TRUE,2023-07-24,2024-05-30
86554321564709153,,,041470915,024901041,8655432156,teacher,TRUE,2023-07-24,2024-05-30
86836454950008043,,,103000804,024901103,8683645495,teacher,TRUE,2023-07-24,2024-05-30
86836454950006043,,,103000604,024901103,8683645495,teacher,TRUE,2023-07-24,2024-05-30
86836454950004043,,,103000404,024901103,8683645495,teacher,TRUE,2023-07-24,2024-05-30
86836454950003043,,,103000304,024901103,8683645495,teacher,TRUE,2023-07-24,2024-05-30
86836454950002043,,,103000204,024901103,8683645495,teacher,TRUE,2023-07-24,2024-05-30
86836454950001043,,,103000104,024901103,8683645495,teacher,TRUE,2023-07-24,2024-05-30
85454138231504033,,,101150403,024901101,8545413823,teacher,TRUE,2023-07-24,2024-05-30
85454138231502033,,,101150203,024901101,8545413823,teacher,TRUE,2023-07-24,2024-05-30
85454138231502023,,,101150202,024901101,8545413823,teacher,TRUE,2023-07-24,2024-05-30
19772348524670023,,,041467002,024901041,1977234852,teacher,TRUE,2023-07-24,2024-05-30
19772348524642073,,,041464207,024901041,1977234852,teacher,TRUE,2023-07-24,2024-05-30
19772348524640083,,,041464008,024901041,1977234852,teacher,TRUE,2023-07-24,2024-05-30
19772348524640063,,,041464006,024901041,1977234852,teacher,TRUE,2023-07-24,2024-05-30
19772348524640053,,,041464005,024901041,1977234852,teacher,TRUE,2023-07-24,2024-05-30
19772348524640043,,,041464004,024901041,1977234852,teacher,TRUE,2023-07-24,2024-05-30
19772348524640013,,,041464001,024901041,1977234852,teacher,TRUE,2023-07-24,2024-05-30
19772348524609253,,,041460925,024901041,1977234852,teacher,TRUE,2023-07-24,2024-05-30
12659271975211013,,,001521101,024901001,1265927197,teacher,TRUE,2023-07-24,2024-05-30
12659271975201073,,,001520107,024901001,1265927197,teacher,TRUE,2023-07-24,2024-05-30
12659271975201053,,,001520105,024901001,1265927197,teacher,TRUE,2023-07-24,2024-05-30
12659271975201033,,,001520103,024901001,1265927197,teacher,TRUE,2023-07-24,2024-05-30
12659271975014073,,,001501407,024901001,1265927197,teacher,TRUE,2023-07-24,2024-05-30
12659271975014033,,,001501403,024901001,1265927197,teacher,TRUE,2023-07-24,2024-05-30
93582561845111083,,,001511108,024901001,9358256184,teacher,TRUE,2023-07-24,2024-05-30
93582561845101053,,,001510105,024901001,9358256184,teacher,TRUE,2023-07-24,2024-05-30
93582561845101033,,,001510103,024901001,9358256184,teacher,TRUE,2023-07-24,2024-05-30
93582561845101013,,,001510101,024901001,9358256184,teacher,TRUE,2023-07-24,2024-05-30
93582561845011053,,,001501105,024901001,9358256184,teacher,TRUE,2023-07-24,2024-05-30
93582561845011013,,,001501101,024901001,9358256184,teacher,TRUE,2023-07-24,2024-05-30
66996161614948033,,,041494803,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614945033,,,041494503,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614940033,,,041494003,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614938013,,,041493801,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614935013,,,041493501,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614930013,,,041493001,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614918043,,,041491804,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614915043,,,041491504,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614910043,,,041491004,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614906053,,,041490605,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614904083,,,041490408,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
66996161614809953,,,041480995,024901041,6699616161,teacher,TRUE,2023-07-24,2024-05-30
52382671691205053,,,105120505,024901105,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691205043,,,105120504,024901105,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691205033,,,105120503,024901105,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691205023,,,105120502,024901105,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691205013,,,105120501,024901105,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691205003,,,105120500,024901105,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671690500033,,,105050003,024901105,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671690500023,,,105050002,024901105,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671690500013,,,105050001,024901105,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671690500003,,,105050000,024901105,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691505073,,,101150507,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691505043,,,101150504,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691505033,,,101150503,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691505023,,,101150502,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691505003,,,101150500,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691405063,,,101140506,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691405053,,,101140505,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691405043,,,101140504,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691405033,,,101140503,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691405023,,,101140502,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691405013,,,101140501,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691405003,,,101140500,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691305053,,,101130505,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691305033,,,101130503,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691305023,,,101130502,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691305013,,,101130501,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
52382671691305003,,,101130500,024901101,5238267169,teacher,TRUE,2023-07-24,2024-05-30
59715582695213013,,,001521301,024901001,5971558269,teacher,TRUE,2023-07-24,2024-05-30
59715582695205083,,,001520508,024901001,5971558269,teacher,TRUE,2023-07-24,2024-05-30
59715582695205053,,,001520505,024901001,5971558269,teacher,TRUE,2023-07-24,2024-05-30
59715582695205043,,,001520504,024901001,5971558269,teacher,TRUE,2023-07-24,2024-05-30
59715582695205033,,,001520503,024901001,5971558269,teacher,TRUE,2023-07-24,2024-05-30
59715582695202073,,,001520207,024901001,5971558269,teacher,TRUE,2023-07-24,2024-05-30
59715582695202063,,,001520206,024901001,5971558269,teacher,TRUE,2023-07-24,2024-05-30
59715582695016073,,,001501607,024901001,5971558269,teacher,TRUE,2023-07-24,2024-05-30
59715582695015083,,,001501508,024901001,5971558269,teacher,TRUE,2023-07-24,2024-05-30
59715582695015033,,,001501503,024901001,5971558269,teacher,TRUE,2023-07-24,2024-05-30
19246848374819063,,,041481906,024901041,1924684837,teacher,TRUE,2023-07-24,2024-05-30
19246848374819043,,,041481904,024901041,1924684837,teacher,TRUE,2023-07-24,2024-05-30
19246848374819033,,,041481903,024901041,1924684837,teacher,TRUE,2023-07-24,2024-05-30
19246848374812083,,,041481208,024901041,1924684837,teacher,TRUE,2023-07-24,2024-05-30
19246848374810073,,,041481007,024901041,1924684837,teacher,TRUE,2023-07-24,2024-05-30
19246848374810053,,,041481005,024901041,1924684837,teacher,TRUE,2023-07-24,2024-05-30
19246848374810043,,,041481004,024901041,1924684837,teacher,TRUE,2023-07-24,2024-05-30
19246848374810023,,,041481002,024901041,1924684837,teacher,TRUE,2023-07-24,2024-05-30
19246848374809053,,,041480905,024901041,1924684837,teacher,TRUE,2023-07-24,2024-05-30
24173379320008033,,,103000803,024901103,2417337932,teacher,TRUE,2023-07-24,2024-05-30
24173379320006033,,,103000603,024901103,2417337932,teacher,TRUE,2023-07-24,2024-05-30
24173379320004033,,,103000403,024901103,2417337932,teacher,TRUE,2023-07-24,2024-05-30
24173379320003033,,,103000303,024901103,2417337932,teacher,TRUE,2023-07-24,2024-05-30
24173379320002033,,,103000203,024901103,2417337932,teacher,TRUE,2023-07-24,2024-05-30
24173379320001033,,,103000103,024901103,2417337932,teacher,TRUE,2023-07-24,2024-05-30
43953125864875073,,,041487507,024901041,4395312586,teacher,TRUE,2023-07-24,2024-05-30
43953125864875053,,,041487505,024901041,4395312586,teacher,TRUE,2023-07-24,2024-05-30
43953125864875013,,,041487501,024901041,4395312586,teacher,TRUE,2023-07-24,2024-05-30
43953125864852023,,,041485202,024901041,4395312586,teacher,TRUE,2023-07-24,2024-05-30
43953125864849033,,,041484903,024901041,4395312586,teacher,TRUE,2023-07-24,2024-05-30
43953125864809853,,,041480985,024901041,4395312586,teacher,TRUE,2023-07-24,2024-05-30
43953125864752023,,,041475202,024901041,4395312586,teacher,TRUE,2023-07-24,2024-05-30
43953125864749033,,,041474903,024901041,4395312586,teacher,TRUE,2023-07-24,2024-05-30
43953125864649063,,,041464906,024901041,4395312586,teacher,TRUE,2023-07-24,2024-05-30
89129919490060023,,,103006002,024901103,8912991949,teacher,TRUE,2023-07-24,2024-05-30
